"Rapport","DateDebutAnneeFinanciere","DateFinAnneeFinanciere","RSS","NoEtablissement","NomEtablissement","PLC","LC","Page","SousPage","Ligne","Colonne","ValeurSaisie","Chiffre","NoInstallation","NomInstallation"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L01C03","L01C03","1","","01","03","0.00",0.00,"51218501","C.S. de chibougamau"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L01C04","L01C04","1","","01","04","0.00",0.00,"51218501","C.S. de chibougamau"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L01C05","L01C05","1","","01","05","1.00",1.00,"51218501","C.S. de chibougamau"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L02C03","L02C03","1","","02","03","0.00",0.00,"51218519","C.S. René Ricard"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L02C04","L02C04","1","","02","04","0.00",0.00,"51218519","C.S. René Ricard"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L02C05","L02C05","1","","02","05","1.00",1.00,"51218519","C.S. René Ricard"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L03C03","L03C03","1","","03","03","0.00",0.00,"51218527","C.S. de Lebel"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L03C04","L03C04","1","","03","04","0.00",0.00,"51218527","C.S. de Lebel"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L03C05","L03C05","1","","03","05","1.00",1.00,"51218527","C.S. de Lebel"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L04C03","L04C03","1","","04","03","0.00",0.00,"51218535","C.S. Isle-Dieu"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L04C04","L04C04","1","","04","04","0.00",0.00,"51218535","C.S. Isle-Dieu"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L04C05","L04C05","1","","04","05","1.00",1.00,"51218535","C.S. Isle-Dieu"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L05C03","L05C03","1","","05","03","0.00",0.00,"51218543","C.S. de Radisson"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L05C04","L05C04","1","","05","04","0.00",0.00,"51218543","C.S. de Radisson"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L05C05","L05C05","1","","05","05","1.00",1.00,"51218543","C.S. de Radisson"
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L14C03","L14C03","1","","14","03","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P01L14C04","L14C04","1","","14","04","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L01C01","L01C01","2","","01","01","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L01C02","L01C02","2","","01","02","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L01C03","L01C03","2","","01","03","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L01C04","L01C04","2","","01","04","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L01C05","L01C05","2","","01","05","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L01C06","L01C06","2","","01","06","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L02C01","L02C01","2","","02","01","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L02C02","L02C02","2","","02","02","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L02C03","L02C03","2","","02","03","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L02C04","L02C04","2","","02","04","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L02C05","L02C05","2","","02","05","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L02C06","L02C06","2","","02","06","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L03C01","L03C01","2","","03","01","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L03C02","L03C02","2","","03","02","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L03C03","L03C03","2","","03","03","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L03C04","L03C04","2","","03","04","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L03C05","L03C05","2","","03","05","0.00",0.00,,
"AS481",2020-04-01,2021-03-31,"10","11042686","CRSSS de la Baie-James","P02L03C06","L03C06","2","","03","06","0.00",0.00,,
