"Rapport","DateDebutAnneeFinanciere","DateFinAnneeFinanciere","RSS","NoEtablissement","NomEtablissement","PLC","LC","Page","SousPage","Ligne","Colonne","ValeurSaisie","Chiffre","NoInstallation","NomInstallation"
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L01C01","L01C01","9","","01","01","2.00",2.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L01C02","L01C02","9","","01","02","6.00",6.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L01C03","L01C03","9","","01","03","2.00",2.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L01C04","L01C04","9","","01","04","1.00",1.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L01C05","L01C05","9","","01","05","1.00",1.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L01C06","L01C06","9","","01","06","1.00",1.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L01C09","L01C09","9","","01","09","13.00",13.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L02C01","L02C01","9","","02","01","2.00",2.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L02C02","L02C02","9","","02","02","3.00",3.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L02C03","L02C03","9","","02","03","1.00",1.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L02C04","L02C04","9","","02","04","1.00",1.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L02C05","L02C05","9","","02","05","1.00",1.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L02C06","L02C06","9","","02","06","1.00",1.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L02C09","L02C09","9","","02","09","9.00",9.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L03C01","L03C01","9","","03","01","0.00",0.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L03C02","L03C02","9","","03","02","3.00",3.00,,
"AS485",2020-04-01,2021-03-31,"11","11044088","CISSS des Îles","P09L03C03","L03C03","9","","03","03","1.00",1.00,,
