"Rapport","DateDebutAnneeFinanciere","DateFinAnneeFinanciere","RSS","NoEtablissement","NomEtablissement","PLC","LC","Page","SousPage","Ligne","Colonne","ValeurSaisie","Chiffre","NoInstallation","NomInstallation"
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L01C03","L01C03","1","0","01","03","16.00",16.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L03C03","L03C03","1","0","03","03","5.00",5.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L40C03","L40C03","1","0","40","03","21.00",21.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L01C03","L01C03","2","0","01","03","1418.00",1418.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L01C06","L01C06","2","0","01","06","5.00",5.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L01C07","L01C07","2","0","01","07","77.70",77.70,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L01C08","L01C08","2","0","01","08","1418.00",1418.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L01C09","L01C09","2","0","01","09","1825.00",1825.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L02C03","L02C03","2","0","02","03","5413.00",5413.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L02C06","L02C06","2","0","02","06","16.00",16.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L02C07","L02C07","2","0","02","07","92.69",92.69,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L02C08","L02C08","2","0","02","08","5413.00",5413.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L02C09","L02C09","2","0","02","09","5840.00",5840.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L40C03","L40C03","2","0","40","03","6831.00",6831.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L40C06","L40C06","2","0","40","06","21.00",21.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L40C07","L40C07","2","0","40","07","89.12",89.12,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L40C08","L40C08","2","0","40","08","6831.00",6831.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L40C09","L40C09","2","0","40","09","7665.00",7665.00,,
"AS484",2021-04-01,2022-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C06","L01C06","4","0","01","06","2.00",2.00,,
