"Rapport","DateDebutAnneeFinanciere","DateFinAnneeFinanciere","RSS","NoEtablissement","NomEtablissement","PLC","LC","Page","SousPage","Ligne","Colonne","ValeurSaisie","Chiffre","NoInstallation","NomInstallation"
"AS481",2019-04-01,2020-03-31,"10","11042686","CRSSS de la Baie-James","P01L01C03","L01C03","1","","01","03","0.00",0.00,"51218501","C.S. de chibougamau"
"AS481",2019-04-01,2020-03-31,"10","11042686","CRSSS de la Baie-James","P01L01C04","L01C04","1","","01","04","0.00",0.00,"51218501","C.S. de chibougamau"
"AS481",2019-04-01,2020-03-31,"10","11042686","CRSSS de la Baie-James","P01L01C05","L01C05","1","","01","05","1.00",1.00,"51218501","C.S. de chibougamau"
"AS481",2019-04-01,2020-03-31,"10","11042686","CRSSS de la Baie-James","P01L02C03","L02C03","1","","02","03","0.00",0.00,"51218519","C.S. René Ricard"
"AS481",2019-04-01,2020-03-31,"10","11042686","CRSSS de la Baie-James","P01L02C04","L02C04","1","","02","04","0.00",0.00,"51218519","C.S. René Ricard"
"AS481",2019-04-01,2020-03-31,"10","11042686","CRSSS de la Baie-James","P01L02C05","L02C05","1","","02","05","1.00",1.00,"51218519","C.S. René Ricard"
"AS481",2019-04-01,2020-03-31,"10","11042686","CRSSS de la Baie-James","P01L03C03","L03C03","1","","03","03","0.00",0.00,"51218527","C.S. de Lebel"
"AS481",2019-04-01,2020-03-31,"10","11042686","CRSSS de la Baie-James","P01L03C04","L03C04","1","","03","04","0.00",0.00,"51218527","C.S. de Lebel"
"AS481",2019-04-01,2020-03-31,"10","11042686","CRSSS de la Baie-James","P01L03C05","L03C05","1","","03","05","1.00",1.00,"51218527","C.S. de Lebel"
"AS481",2019-04-01,2020-03-31,"10","11042686","CRSSS de la Baie-James","P01L04C03","L04C03","1","","04","03","0.00",0.00,"51218535","C.S. Isle-Dieu"
"AS481",2019-04-01,2020-03-31,"10","11042686","CRSSS de la Baie-James","P01L04C04","L04C04","1","","04","04","0.00",0.00,"51218535","C.S. Isle-Dieu"
"AS481",2019-04-01,2020-03-31,"10","11042686","CRSSS de la Baie-James","P01L04C05","L04C05","1","","04","05","1.00",1.00,"51218535","C.S. Isle-Dieu"
