"Rapport","DateDebutAnneeFinanciere","DateFinAnneeFinanciere","RSS","NoEtablissement","NomEtablissement","PLC","LC","Page","SousPage","Ligne","Colonne","ValeurSaisie","Chiffre","NoInstallation","NomInstallation"
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L01C01","L01C01","1","0","01","01","5.00",5.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L01C02","L01C02","1","0","01","02","54.00",54.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L02C01","L02C01","1","0","02","01","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L02C02","L02C02","1","0","02","02","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L03C01","L03C01","1","0","03","01","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L03C02","L03C02","1","0","03","02","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L04C01","L04C01","1","0","04","01","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L04C02","L04C02","1","0","04","02","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L05C01","L05C01","1","0","05","01","3.00",3.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L05C02","L05C02","1","0","05","02","26.00",26.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L06C01","L06C01","1","0","06","01","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L06C02","L06C02","1","0","06","02","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L07C01","L07C01","1","0","07","01","154.00",154.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L07C02","L07C02","1","0","07","02","286.00",286.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L08C01","L08C01","1","0","08","01","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L08C02","L08C02","1","0","08","02","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L09C01","L09C01","1","0","09","01","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L09C02","L09C02","1","0","09","02","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L10C01","L10C01","1","0","10","01","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L10C02","L10C02","1","0","10","02","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L11C01","L11C01","1","0","11","01","51.00",51.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L11C02","L11C02","1","0","11","02","62.00",62.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L12C01","L12C01","1","0","12","01","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L12C02","L12C02","1","0","12","02","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L13C01","L13C01","1","0","13","01","213.00",213.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01-0L13C02","L13C02","1","0","13","02","428.00",428.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L01C01","L01C01","2","0","01","01","1716.00",1716.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L02C01","L02C01","2","0","02","01","4.00",4.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L03C01","L03C01","2","0","03","01","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L04C01","L04C01","2","0","04","01","1720.00",1720.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L05C01","L05C01","2","0","05","01","2093.00",2093.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L06C01","L06C01","2","0","06","01","810.00",810.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L07C01","L07C01","2","0","07","01","2903.00",2903.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02-0L08C01","L08C01","2","0","08","01","7.91",7.91,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L01C01","L01C01","3","0","01","01","759.00",759.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L02C01","L02C01","3","0","02","01","161.00",161.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L03C01","L03C01","3","0","03","01","6.00",6.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L04C01","L04C01","3","0","04","01","96.00",96.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L05C01","L05C01","3","0","05","01","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L06C01","L06C01","3","0","06","01","31.00",31.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L07C01","L07C01","3","0","07","01","294.00",294.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L08C01","L08C01","3","0","08","01","98.00",98.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L09C01","L09C01","3","0","09","01","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L10C01","L10C01","3","0","10","01","2.00",2.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L11C01","L11C01","3","0","11","01","87.00",87.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L12C01","L12C01","3","0","12","01","4.00",4.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L13C01","L13C01","3","0","13","01","93.00",93.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P03-0L14C01","L14C01","3","0","14","01","91.00",91.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C01","L01C01","4","0","01","01","344.00",344.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C02","L01C02","4","0","01","02","224.00",224.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C03","L01C03","4","0","01","03","58.00",58.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C04","L01C04","4","0","01","04","60.00",60.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C05","L01C05","4","0","01","05","1.00",1.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C06","L01C06","4","0","01","06","123.00",123.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C07","L01C07","4","0","01","07","810.00",810.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L02C01","L02C01","4","0","02","01","24.25",24.25,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L02C02","L02C02","4","0","02","02","15.81",15.81,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L02C03","L02C03","4","0","02","03","11.33",11.33,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L02C04","L02C04","4","0","02","04","21.03",21.03,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L02C05","L02C05","4","0","02","05","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L02C06","L02C06","4","0","02","06","20.46",20.46,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L02C07","L02C07","4","0","02","07","20.86",20.86,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L03C01","L03C01","4","0","03","01","72.41",72.41,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L03C02","L03C02","4","0","03","02","57.92",57.92,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L03C03","L03C03","4","0","03","03","55.96",55.96,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L03C04","L03C04","4","0","03","04","64.83",64.83,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L03C05","L03C05","4","0","03","05","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L03C06","L03C06","4","0","03","06","66.72",66.72,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L03C07","L03C07","4","0","03","07","66.91",66.91,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L04C01","L04C01","4","0","04","01","177.00",177.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L04C02","L04C02","4","0","04","02","45.00",45.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L04C03","L04C03","4","0","04","03","14.00",14.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L04C04","L04C04","4","0","04","04","46.00",46.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L04C05","L04C05","4","0","04","05","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L04C06","L04C06","4","0","04","06","57.00",57.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L04C07","L04C07","4","0","04","07","339.00",339.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L05C01","L05C01","4","0","05","01","169.00",169.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L05C02","L05C02","4","0","05","02","90.00",90.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L05C03","L05C03","4","0","05","03","32.00",32.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L05C04","L05C04","4","0","05","04","20.00",20.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L05C05","L05C05","4","0","05","05","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L05C06","L05C06","4","0","05","06","70.00",70.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L05C07","L05C07","4","0","05","07","381.00",381.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L06C01","L06C01","4","0","06","01","2.00",2.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L06C02","L06C02","4","0","06","02","4.00",4.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L06C03","L06C03","4","0","06","03","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L06C04","L06C04","4","0","06","04","1.00",1.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L06C05","L06C05","4","0","06","05","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L06C06","L06C06","4","0","06","06","2.00",2.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L06C07","L06C07","4","0","06","07","9.00",9.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L07C07","L07C07","4","0","07","07","43.00",43.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L08C01","L08C01","4","0","08","01","42.74",42.74,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L08C02","L08C02","4","0","08","02","39.34",39.34,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L08C03","L08C03","4","0","08","03","40.85",40.85,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L08C04","L08C04","4","0","08","04","40.41",40.41,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L08C05","L08C05","4","0","08","05","0.00",0.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L08C06","L08C06","4","0","08","06","41.62",41.62,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L08C07","L08C07","4","0","08","07","41.57",41.57,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L09C01","L09C01","4","0","09","01","151.00",151.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L09C02","L09C02","4","0","09","02","29.00",29.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L09C03","L09C03","4","0","09","03","3.00",3.00,,
"AS480G",2022-04-01,2023-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L09C04","L09C04","4","0","09","04","47.00",47.00,,
