"Rapport","DateDebutAnneeFinanciere","DateFinAnneeFinanciere","RSS","NoEtablissement","NomEtablissement","PLC","LC","Page","SousPage","Ligne","Colonne","ValeurSaisie","Chiffre","NoInstallation","NomInstallation"
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01L01C03","L01C03","1","","01","03","24.00",24.00,"51221729","CSSS de la Mitis"
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P01L40C03","L40C03","1","","40","03","24.00",24.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L01C03","L01C03","2","","01","03","6749.00",6749.00,"51221729","URFI (clients hospit)"
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L01C04","L01C04","2","","01","04","0.00",0.00,"51221729","URFI (clients hospit)"
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L01C05","L01C05","2","","01","05","0.00",0.00,"51221729","URFI (clients hospit)"
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L01C06","L01C06","2","","01","06","24.00",24.00,"51221729","URFI (clients hospit)"
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L01C07","L01C07","2","","01","07","76.83",76.83,"51221729","URFI (clients hospit)"
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L01C08","L01C08","2","","01","08","6749.00",6749.00,"51221729","URFI (clients hospit)"
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L01C09","L01C09","2","","01","09","8784.00",8784.00,"51221729","URFI (clients hospit)"
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L40C03","L40C03","2","","40","03","6749.00",6749.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L40C04","L40C04","2","","40","04","0.00",0.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L40C05","L40C05","2","","40","05","0.00",0.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L40C06","L40C06","2","","40","06","24.00",24.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L40C07","L40C07","2","","40","07","76.83",76.83,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L40C08","L40C08","2","","40","08","6749.00",6749.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P02L40C09","L40C09","2","","40","09","8784.00",8784.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C05","L01C05","4","0","01","05","1.00",1.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C06","L01C06","4","0","01","06","2.00",2.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C07","L01C07","4","0","01","07","5.00",5.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C08","L01C08","4","0","01","08","9.00",9.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L01C09","L01C09","4","0","01","09","17.00",17.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L02C05","L02C05","4","0","02","05","5.00",5.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L02C06","L02C06","4","0","02","06","30.00",30.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L02C07","L02C07","4","0","02","07","37.00",37.00,,
"AS484",2019-04-01,2020-03-31,"01","11045119","CISSS du Bas-Saint-Laurent","P04-0L02C08","L02C08","4","0","02","08","42.00",42.00,,
